timestamp,open,high,low,close,volume,openInterest
2024-10-02 01:00:00,61046.27000000,61536.16000000,61000.00000000,61522.89000000,941.08845000,
2024-10-02 02:00:00,61522.89000000,61822.62000000,61433.49000000,61782.89000000,1174.69646000,
2024-10-02 03:00:00,61782.89000000,61883.00000000,61662.65000000,61750.47000000,944.98223000,
2024-10-02 04:00:00,61750.46000000,61750.47000000,61440.00000000,61495.79000000,704.31237000,
2024-10-02 05:00:00,61495.78000000,61609.30000000,61350.00000000,61489.71000000,661.76897000,
2024-10-02 06:00:00,61489.71000000,61788.40000000,61359.90000000,61700.01000000,760.10641000,
2024-10-02 07:00:00,61700.01000000,61940.00000000,61588.78000000,61727.40000000,698.17476000,
2024-10-02 08:00:00,61727.39000000,61914.34000000,61603.49000000,61806.01000000,535.23837000,
2024-10-02 09:00:00,61806.01000000,61817.76000000,61130.00000000,61271.25000000,1082.07393000,
2024-10-02 10:00:00,61271.24000000,61555.00000000,61151.04000000,61188.28000000,1005.99847000,
2024-10-02 11:00:00,61188.27000000,61380.00000000,60888.88000000,61164.01000000,1204.28505000,
2024-10-02 12:00:00,61164.01000000,61220.00000000,60696.40000000,60798.80000000,1274.80586000,
2024-10-02 13:00:00,60798.80000000,61460.00000000,60524.21000000,61350.00000000,2508.38932000,
2024-10-02 14:00:00,61350.00000000,61672.00000000,61047.16000000,61077.78000000,2267.56057000,
2024-10-02 15:00:00,61077.77000000,61926.90000000,61059.90000000,61874.01000000,1514.52104000,
2024-10-02 16:00:00,61874.01000000,62390.31000000,61779.87000000,61800.00000000,1555.81954000,
2024-10-02 17:00:00,61800.01000000,61835.99000000,61242.00000000,61628.01000000,1115.92104000,
2024-10-02 18:00:00,61628.01000000,61691.00000000,60762.09000000,60762.09000000,1403.72059000,
2024-10-02 19:00:00,60762.10000000,60926.00000000,60000.00000000,60190.01000000,3854.05654000,
2024-10-02 20:00:00,60190.01000000,60999.24000000,60128.00000000,60924.00000000,3301.59077000,
2024-10-02 21:00:00,60923.99000000,60952.00000000,60656.00000000,60831.99000000,607.84007000,
2024-10-02 22:00:00,60832.00000000,60851.75000000,60438.00000000,60851.74000000,678.65953000,
2024-10-02 23:00:00,60851.74000000,60869.56000000,60622.00000000,60649.28000000,510.97556000,
2024-10-03 00:00:00,60649.27000000,61105.00000000,60536.00000000,60988.01000000,1646.41886000,
2024-10-03 01:00:00,60988.01000000,61183.76000000,60919.90000000,61024.00000000,834.87326000,
2024-10-03 02:00:00,61024.00000000,61274.00000000,60987.00000000,61185.17000000,502.78816000,
2024-10-03 03:00:00,61185.18000000,61464.00000000,61092.00000000,61463.99000000,673.23178000,
2024-10-03 04:00:00,61464.00000000,61477.19000000,61276.31000000,61326.00000000,571.45959000,
2024-10-03 05:00:00,61326.00000000,61360.00000000,61100.00000000,61176.01000000,702.22305000,
2024-10-03 06:00:00,61176.00000000,61418.42000000,61106.01000000,61334.01000000,618.19443000,
2024-10-03 07:00:00,61334.00000000,61424.25000000,60814.12000000,60926.00000000,1459.32009000,
2024-10-03 08:00:00,60926.00000000,60978.00000000,60138.00000000,60354.00000000,1805.58584000,
2024-10-03 09:00:00,60354.00000000,60765.33000000,60126.56000000,60720.48000000,984.32204000,
2024-10-03 10:00:00,60720.48000000,61036.00000000,60648.00000000,61025.98000000,738.07634000,
2024-10-03 11:00:00,61025.98000000,61070.47000000,60594.00000000,60764.74000000,879.13477000,
2024-10-03 12:00:00,60764.73000000,60770.00000000,60372.12000000,60469.95000000,1231.76196000,
2024-10-03 13:00:00,60469.95000000,60583.99000000,59828.11000000,60382.05000000,2876.59550000,
2024-10-03 14:00:00,60382.06000000,60900.00000000,60100.00000000,60172.01000000,2862.27532000,
2024-10-03 15:00:00,60172.01000000,60690.00000000,60044.00000000,60641.50000000,1601.39415000,
2024-10-03 16:00:00,60641.50000000,60781.53000000,60084.00000000,60168.00000000,1306.79294000,
2024-10-03 17:00:00,60167.99000000,60723.68000000,59917.02000000,60632.00000000,1556.13418000,
2024-10-03 18:00:00,60632.00000000,60858.31000000,60531.85000000,60722.31000000,684.53507000,
2024-10-03 19:00:00,60722.31000000,61058.00000000,60544.33000000,61036.00000000,861.39195000,
2024-10-03 20:00:00,61036.00000000,61100.00000000,60886.51000000,60915.99000000,191.44705000,
